id,batch_id,inspection_time,result,severity,sample_size,failed_units,observed_defect_rate,source_ref,supplier_name,component_name,product_id,order_id,inspector,failure_mode
QI-ORD-2024-101602-CMOS图像传感器,BATCH-立讯精密_LUXSHARE-202311,2023-11-29 16:47:00,FAIL,high,160,2,0.01250,SRC-QI-ORD-2024-101602,立讯精密 (Luxshare),CMOS图像传感器,SKU-WE-V01,ORD-2024-101602,Line-QA-B,sensor_noise
QI-ORD-2024-101603-闪存颗粒,BATCH-紫光展锐_UNISOC-202311,2023-11-12 04:29:00,FAIL,high,140,1,0.00714,SRC-QI-ORD-2024-101603,紫光展锐 (UNISOC),闪存颗粒,SKU-AE-C01,ORD-2024-101603,Line-QA-A,display_mura
QI-ORD-2024-101604-主控芯片,BATCH-立讯精密_LUXSHARE-202310,2023-10-09 04:31:00,FAIL,high,95,1,0.01053,SRC-QI-ORD-2024-101604,立讯精密 (Luxshare),主控芯片,SKU-CE-L01,ORD-2024-101604,Factory-QA-7,functional_drift
QI-ORD-2024-101605-CMOS图像传感器,BATCH-京东方_BOE-202312,2023-12-13 15:32:00,FAIL,high,124,1,0.00806,SRC-QI-ORD-2024-101605,京东方 (BOE),CMOS图像传感器,SKU-CE-P01,ORD-2024-101605,Line-QA-A,sensor_noise
QI-ORD-2024-101606-硅晶圆,BATCH-歌尔股份_GOERTEK-202406,2024-06-26 01:55:00,FAIL,high,102,1,0.00980,SRC-QI-ORD-2024-101606,歌尔股份 (Goertek),硅晶圆,SKU-CE-P01,ORD-2024-101606,Factory-QA-7,functional_drift
QI-ORD-2024-101607-OLED柔性屏,BATCH-闻泰科技_WINGTECH-202401,2024-01-23 11:54:00,WARN,medium,191,1,0.00524,SRC-QI-ORD-2024-101607,闻泰科技 (Wingtech),OLED柔性屏,SKU-WE-W01,ORD-2024-101607,Line-QA-B,display_mura
QI-ORD-2024-101608-主控芯片,BATCH-紫光展锐_UNISOC-202406,2024-06-07 10:16:00,FAIL,high,129,1,0.00775,SRC-QI-ORD-2024-101608,紫光展锐 (UNISOC),主控芯片,SKU-WE-V01,ORD-2024-101608,Line-QA-B,functional_drift
QI-ORD-2024-101609-散热模组,BATCH-京东方_BOE-202311,2023-11-06 10:08:00,FAIL,high,98,1,0.01020,SRC-QI-ORD-2024-101609,京东方 (BOE),散热模组,SKU-ST-M01,ORD-2024-101609,Factory-QA-7,connector_shift
QI-ORD-2024-101610-PCB印刷电路板,BATCH-长江存储_YMTC-202406,2024-06-06 00:04:00,FAIL,high,145,1,0.00690,SRC-QI-ORD-2024-101610,长江存储 (YMTC),PCB印刷电路板,SKU-ST-S01,ORD-2024-101610,Factory-QA-7,functional_drift
QI-ORD-2024-101611-聚合物锂电池,BATCH-立讯精密_LUXSHARE-202401,2024-01-26 04:19:00,FAIL,high,152,1,0.00658,SRC-QI-ORD-2024-101611,立讯精密 (Luxshare),聚合物锂电池,SKU-WE-V01,ORD-2024-101611,Line-QA-A,capacity_drift
QI-ORD-2024-101612-主控芯片,BATCH-华为海思_HISILICON-202403,2024-03-11 18:50:00,FAIL,high,91,1,0.01099,SRC-QI-ORD-2024-101612,华为海思 (HiSilicon),主控芯片,SKU-WE-W01,ORD-2024-101612,Factory-QA-7,functional_drift
QI-ORD-2024-101613-主控芯片,BATCH-比亚迪半导体_BYD-202408,2024-08-16 00:57:00,FAIL,high,155,1,0.00645,SRC-QI-ORD-2024-101613,比亚迪半导体 (BYD),主控芯片,SKU-WE-V01,ORD-2024-101613,Factory-QA-7,functional_drift
QI-ORD-2024-101614-主控芯片,BATCH-比亚迪半导体_BYD-202311,2023-11-25 12:03:00,FAIL,high,203,2,0.00985,SRC-QI-ORD-2024-101614,比亚迪半导体 (BYD),主控芯片,SKU-AE-M01,ORD-2024-101614,Factory-QA-7,functional_drift
QI-ORD-2024-101615-主控芯片,BATCH-立讯精密_LUXSHARE-202309,2023-09-16 09:35:00,WARN,medium,192,1,0.00521,SRC-QI-ORD-2024-101615,立讯精密 (Luxshare),主控芯片,SKU-WE-V01,ORD-2024-101615,Factory-QA-7,functional_drift
QI-ORD-2024-101616-CMOS图像传感器,BATCH-京东方_BOE-202409,2024-09-21 09:49:00,FAIL,high,85,1,0.01176,SRC-QI-ORD-2024-101616,京东方 (BOE),CMOS图像传感器,SKU-CE-P01,ORD-2024-101616,Line-QA-B,sensor_noise
QI-ORD-2024-101617-CMOS图像传感器,BATCH-华为海思_HISILICON-202310,2023-10-22 21:36:00,FAIL,high,135,1,0.00741,SRC-QI-ORD-2024-101617,华为海思 (HiSilicon),CMOS图像传感器,SKU-AE-C01,ORD-2024-101617,Factory-QA-7,sensor_noise
QI-ORD-2024-101618-光学镜头,BATCH-比亚迪半导体_BYD-202311,2023-11-17 14:50:00,FAIL,high,119,1,0.00840,SRC-QI-ORD-2024-101618,比亚迪半导体 (BYD),光学镜头,SKU-AE-C01,ORD-2024-101618,Line-QA-B,display_mura
QI-ORD-2024-101619-闪存颗粒,BATCH-立讯精密_LUXSHARE-202407,2024-07-24 17:21:00,WARN,medium,188,1,0.00532,SRC-QI-ORD-2024-101619,立讯精密 (Luxshare),闪存颗粒,SKU-ST-S01,ORD-2024-101619,Factory-QA-7,functional_drift
QI-ORD-2024-101620-PCB印刷电路板,BATCH-华为海思_HISILICON-202408,2024-08-03 00:34:00,FAIL,high,122,1,0.00820,SRC-QI-ORD-2024-101620,华为海思 (HiSilicon),PCB印刷电路板,SKU-AE-M01,ORD-2024-101620,Factory-QA-7,functional_drift
QI-ORD-2024-101621-主控芯片,BATCH-北方华创_NAURA-202401,2024-01-18 05:15:00,WARN,medium,173,1,0.00578,SRC-QI-ORD-2024-101621,北方华创 (NAURA),主控芯片,SKU-ST-S01,ORD-2024-101621,Line-QA-A,functional_drift
QI-ORD-2024-101622-聚合物锂电池,BATCH-京东方_BOE-202308,2023-08-20 21:24:00,FAIL,high,162,1,0.00617,SRC-QI-ORD-2024-101622,京东方 (BOE),聚合物锂电池,SKU-CE-P01,ORD-2024-101622,Line-QA-A,capacity_drift
QI-ORD-2024-101623-聚合物锂电池,BATCH-京东方_BOE-202405,2024-05-14 19:46:00,FAIL,high,107,1,0.00935,SRC-QI-ORD-2024-101623,京东方 (BOE),聚合物锂电池,SKU-WE-V01,ORD-2024-101623,Line-QA-A,capacity_drift
QI-ORD-2024-101624-聚合物锂电池,BATCH-北方华创_NAURA-202306,2023-06-23 17:07:00,FAIL,high,94,1,0.01064,SRC-QI-ORD-2024-101624,北方华创 (NAURA),聚合物锂电池,SKU-AE-M01,ORD-2024-101624,Line-QA-A,capacity_drift
QI-ORD-2024-101627-散热模组,BATCH-歌尔股份_GOERTEK-202407,2024-07-27 01:25:00,FAIL,high,102,1,0.00980,SRC-QI-ORD-2024-101627,歌尔股份 (Goertek),散热模组,SKU-CE-L01,ORD-2024-101627,Line-QA-B,connector_shift
QI-ORD-2024-101628-硅晶圆,BATCH-中芯国际_SMIC-202405,2024-05-10 06:21:00,WARN,medium,185,1,0.00541,SRC-QI-ORD-2024-101628,中芯国际 (SMIC),硅晶圆,SKU-CE-L01,ORD-2024-101628,Line-QA-A,functional_drift
QI-ORD-2024-101629-PCB印刷电路板,BATCH-闻泰科技_WINGTECH-202409,2024-09-14 00:31:00,FAIL,high,89,1,0.01124,SRC-QI-ORD-2024-101629,闻泰科技 (Wingtech),PCB印刷电路板,SKU-CE-L01,ORD-2024-101629,Line-QA-A,functional_drift
QI-ORD-2024-101630-硅晶圆,BATCH-华为海思_HISILICON-202311,2023-11-17 13:42:00,FAIL,high,120,1,0.00833,SRC-QI-ORD-2024-101630,华为海思 (HiSilicon),硅晶圆,SKU-CE-P01,ORD-2024-101630,Factory-QA-7,functional_drift
QI-ORD-2024-101632-散热模组,BATCH-立讯精密_LUXSHARE-202402,2024-02-27 02:35:00,FAIL,high,178,2,0.01124,SRC-QI-ORD-2024-101632,立讯精密 (Luxshare),散热模组,SKU-AE-M01,ORD-2024-101632,Line-QA-A,connector_shift
QI-ORD-2024-101633-OLED柔性屏,BATCH-中芯国际_SMIC-202405,2024-05-30 12:48:00,FAIL,high,157,1,0.00637,SRC-QI-ORD-2024-101633,中芯国际 (SMIC),OLED柔性屏,SKU-AE-M01,ORD-2024-101633,Factory-QA-7,display_mura
QI-ORD-2024-101634-主控芯片,BATCH-歌尔股份_GOERTEK-202406,2024-06-19 21:34:00,FAIL,high,126,1,0.00794,SRC-QI-ORD-2024-101634,歌尔股份 (Goertek),主控芯片,SKU-CE-P01,ORD-2024-101634,Factory-QA-7,functional_drift
QI-ORD-2024-101635-主控芯片,BATCH-北方华创_NAURA-202407,2024-07-12 21:01:00,FAIL,high,216,3,0.01389,SRC-QI-ORD-2024-101635,北方华创 (NAURA),主控芯片,SKU-WE-V01,ORD-2024-101635,Line-QA-A,functional_drift
QI-ORD-2024-101636-CMOS图像传感器,BATCH-比亚迪半导体_BYD-202308,2023-08-14 10:27:00,FAIL,high,191,2,0.01047,SRC-QI-ORD-2024-101636,比亚迪半导体 (BYD),CMOS图像传感器,SKU-AE-C01,ORD-2024-101636,Factory-QA-7,sensor_noise
QI-ORD-2024-101637-闪存颗粒,BATCH-中芯国际_SMIC-202402,2024-02-05 02:07:00,WARN,medium,172,1,0.00581,SRC-QI-ORD-2024-101637,中芯国际 (SMIC),闪存颗粒,SKU-WE-W01,ORD-2024-101637,Line-QA-B,functional_drift
QI-ORD-2024-101638-闪存颗粒,BATCH-紫光展锐_UNISOC-202307,2023-07-22 18:08:00,FAIL,high,171,2,0.01170,SRC-QI-ORD-2024-101638,紫光展锐 (UNISOC),闪存颗粒,SKU-ST-M01,ORD-2024-101638,Line-QA-A,functional_drift
QI-ORD-2024-101639-光学镜头,BATCH-京东方_BOE-202309,2023-09-03 04:00:00,FAIL,high,177,1,0.00565,SRC-QI-ORD-2024-101639,京东方 (BOE),光学镜头,SKU-ST-M01,ORD-2024-101639,Line-QA-B,functional_drift
QI-ORD-2024-101640-光学镜头,BATCH-北方华创_NAURA-202308,2023-08-07 18:58:00,FAIL,high,116,1,0.00862,SRC-QI-ORD-2024-101640,北方华创 (NAURA),光学镜头,SKU-ST-M01,ORD-2024-101640,Line-QA-A,functional_drift
QI-ORD-2024-101641-PCB印刷电路板,BATCH-京东方_BOE-202401,2024-01-27 15:01:00,FAIL,high,87,1,0.01149,SRC-QI-ORD-2024-101641,京东方 (BOE),PCB印刷电路板,SKU-CE-L01,ORD-2024-101641,Line-QA-A,functional_drift
QI-ORD-2024-101642-PCB印刷电路板,BATCH-华为海思_HISILICON-202407,2024-07-27 01:12:00,FAIL,high,153,1,0.00654,SRC-QI-ORD-2024-101642,华为海思 (HiSilicon),PCB印刷电路板,SKU-WE-W01,ORD-2024-101642,Factory-QA-7,functional_drift
QI-ORD-2024-101643-OLED柔性屏,BATCH-长江存储_YMTC-202312,2023-12-11 02:57:00,FAIL,high,198,1,0.00505,SRC-QI-ORD-2024-101643,长江存储 (YMTC),OLED柔性屏,SKU-AE-M01,ORD-2024-101643,Line-QA-B,display_mura
QI-ORD-2024-101644-主控芯片,BATCH-长江存储_YMTC-202403,2024-03-06 00:36:00,FAIL,high,182,2,0.01099,SRC-QI-ORD-2024-101644,长江存储 (YMTC),主控芯片,SKU-CE-L01,ORD-2024-101644,Factory-QA-7,functional_drift
QI-ORD-2024-101645-PCB印刷电路板,BATCH-长江存储_YMTC-202312,2023-12-09 17:21:00,FAIL,high,207,3,0.01449,SRC-QI-ORD-2024-101645,长江存储 (YMTC),PCB印刷电路板,SKU-ST-M01,ORD-2024-101645,Line-QA-B,functional_drift
QI-ORD-2024-101646-主控芯片,BATCH-华为海思_HISILICON-202405,2024-05-10 16:40:00,FAIL,high,91,1,0.01099,SRC-QI-ORD-2024-101646,华为海思 (HiSilicon),主控芯片,SKU-AE-M01,ORD-2024-101646,Line-QA-A,functional_drift
QI-ORD-2024-101647-散热模组,BATCH-北方华创_NAURA-202311,2023-11-14 08:08:00,WARN,medium,214,1,0.00467,SRC-QI-ORD-2024-101647,北方华创 (NAURA),散热模组,SKU-ST-S01,ORD-2024-101647,Line-QA-A,connector_shift
QI-ORD-2024-101648-散热模组,BATCH-紫光展锐_UNISOC-202402,2024-02-06 01:44:00,FAIL,high,167,1,0.00599,SRC-QI-ORD-2024-101648,紫光展锐 (UNISOC),散热模组,SKU-ST-M01,ORD-2024-101648,Factory-QA-7,connector_shift
QI-ORD-2024-101650-光学镜头,BATCH-京东方_BOE-202405,2024-05-08 07:31:00,FAIL,high,104,1,0.00962,SRC-QI-ORD-2024-101650,京东方 (BOE),光学镜头,SKU-WE-V01,ORD-2024-101650,Line-QA-A,functional_drift
QI-ORD-2024-101652-CMOS图像传感器,BATCH-中芯国际_SMIC-202311,2023-11-13 04:16:00,FAIL,high,110,1,0.00909,SRC-QI-ORD-2024-101652,中芯国际 (SMIC),CMOS图像传感器,SKU-CE-L01,ORD-2024-101652,Line-QA-B,sensor_noise
QI-ORD-2024-101653-硅晶圆,BATCH-比亚迪半导体_BYD-202306,2023-06-11 14:16:00,FAIL,high,138,1,0.00725,SRC-QI-ORD-2024-101653,比亚迪半导体 (BYD),硅晶圆,SKU-WE-V01,ORD-2024-101653,Factory-QA-7,functional_drift
QI-ORD-2024-101654-光学镜头,BATCH-韦尔股份_WILLSEMI-202308,2023-08-20 11:04:00,FAIL,high,104,1,0.00962,SRC-QI-ORD-2024-101654,韦尔股份 (Willsemi),光学镜头,SKU-CE-L01,ORD-2024-101654,Line-QA-A,functional_drift
QI-ORD-2024-101655-闪存颗粒,BATCH-华为海思_HISILICON-202310,2023-10-09 10:04:00,FAIL,high,214,3,0.01402,SRC-QI-ORD-2024-101655,华为海思 (HiSilicon),闪存颗粒,SKU-AE-C01,ORD-2024-101655,Factory-QA-7,display_mura
QI-ORD-2024-101657-硅晶圆,BATCH-北方华创_NAURA-202404,2024-04-19 07:43:00,FAIL,high,136,2,0.01471,SRC-QI-ORD-2024-101657,北方华创 (NAURA),硅晶圆,SKU-CE-P01,ORD-2024-101657,Factory-QA-7,functional_drift
QI-ORD-2024-101658-CMOS图像传感器,BATCH-京东方_BOE-202406,2024-06-06 23:13:00,FAIL,high,176,2,0.01136,SRC-QI-ORD-2024-101658,京东方 (BOE),CMOS图像传感器,SKU-CE-L01,ORD-2024-101658,Factory-QA-7,sensor_noise
QI-ORD-2024-101659-主控芯片,BATCH-紫光展锐_UNISOC-202404,2024-04-18 09:35:00,FAIL,high,189,2,0.01058,SRC-QI-ORD-2024-101659,紫光展锐 (UNISOC),主控芯片,SKU-CE-P01,ORD-2024-101659,Line-QA-B,functional_drift
QI-ORD-2024-101661-CMOS图像传感器,BATCH-歌尔股份_GOERTEK-202405,2024-05-20 21:53:00,FAIL,high,139,2,0.01439,SRC-QI-ORD-2024-101661,歌尔股份 (Goertek),CMOS图像传感器,SKU-WE-W01,ORD-2024-101661,Line-QA-A,sensor_noise
QI-ORD-2024-101662-主控芯片,BATCH-立讯精密_LUXSHARE-202405,2024-05-10 00:31:00,FAIL,high,146,1,0.00685,SRC-QI-ORD-2024-101662,立讯精密 (Luxshare),主控芯片,SKU-CE-L01,ORD-2024-101662,Line-QA-B,functional_drift
QI-ORD-2024-101663-硅晶圆,BATCH-华为海思_HISILICON-202401,2024-01-19 02:13:00,FAIL,high,147,1,0.00680,SRC-QI-ORD-2024-101663,华为海思 (HiSilicon),硅晶圆,SKU-CE-L01,ORD-2024-101663,Line-QA-A,functional_drift
QI-ORD-2024-101664-主控芯片,BATCH-比亚迪半导体_BYD-202402,2024-02-25 20:30:00,FAIL,high,200,2,0.01000,SRC-QI-ORD-2024-101664,比亚迪半导体 (BYD),主控芯片,SKU-ST-M01,ORD-2024-101664,Line-QA-A,functional_drift
QI-ORD-2024-101665-PCB印刷电路板,BATCH-立讯精密_LUXSHARE-202311,2023-11-16 11:16:00,FAIL,high,95,1,0.01053,SRC-QI-ORD-2024-101665,立讯精密 (Luxshare),PCB印刷电路板,SKU-AE-M01,ORD-2024-101665,Factory-QA-7,functional_drift
QI-ORD-2024-101666-聚合物锂电池,BATCH-歌尔股份_GOERTEK-202409,2024-09-03 05:31:00,FAIL,high,157,1,0.00637,SRC-QI-ORD-2024-101666,歌尔股份 (Goertek),聚合物锂电池,SKU-WE-W01,ORD-2024-101666,Factory-QA-7,capacity_drift
QI-ORD-2024-101667-PCB印刷电路板,BATCH-紫光展锐_UNISOC-202402,2024-02-11 10:09:00,WARN,medium,219,1,0.00457,SRC-QI-ORD-2024-101667,紫光展锐 (UNISOC),PCB印刷电路板,SKU-WE-V01,ORD-2024-101667,Line-QA-B,functional_drift
QI-ORD-2024-101668-光学镜头,BATCH-华为海思_HISILICON-202308,2023-08-26 02:08:00,FAIL,high,88,1,0.01136,SRC-QI-ORD-2024-101668,华为海思 (HiSilicon),光学镜头,SKU-ST-M01,ORD-2024-101668,Line-QA-B,functional_drift
QI-ORD-2024-101669-主控芯片,BATCH-长江存储_YMTC-202307,2023-07-27 18:29:00,FAIL,high,84,1,0.01190,SRC-QI-ORD-2024-101669,长江存储 (YMTC),主控芯片,SKU-WE-W01,ORD-2024-101669,Factory-QA-7,functional_drift
QI-ORD-2024-101670-硅晶圆,BATCH-紫光展锐_UNISOC-202407,2024-07-16 13:54:00,FAIL,high,190,1,0.00526,SRC-QI-ORD-2024-101670,紫光展锐 (UNISOC),硅晶圆,SKU-WE-W01,ORD-2024-101670,Line-QA-B,functional_drift
QI-ORD-2024-101671-散热模组,BATCH-歌尔股份_GOERTEK-202311,2023-11-15 05:21:00,FAIL,high,121,1,0.00826,SRC-QI-ORD-2024-101671,歌尔股份 (Goertek),散热模组,SKU-CE-L01,ORD-2024-101671,Factory-QA-7,connector_shift
QI-ORD-2024-101672-聚合物锂电池,BATCH-立讯精密_LUXSHARE-202409,2024-09-14 05:45:00,FAIL,high,164,2,0.01220,SRC-QI-ORD-2024-101672,立讯精密 (Luxshare),聚合物锂电池,SKU-ST-M01,ORD-2024-101672,Factory-QA-7,capacity_drift
QI-ORD-2024-101673-PCB印刷电路板,BATCH-韦尔股份_WILLSEMI-202401,2024-01-28 05:30:00,FAIL,high,198,3,0.01515,SRC-QI-ORD-2024-101673,韦尔股份 (Willsemi),PCB印刷电路板,SKU-AE-M01,ORD-2024-101673,Line-QA-B,functional_drift
QI-ORD-2024-101674-光学镜头,BATCH-京东方_BOE-202409,2024-09-15 07:32:00,FAIL,high,211,2,0.00948,SRC-QI-ORD-2024-101674,京东方 (BOE),光学镜头,SKU-ST-M01,ORD-2024-101674,Factory-QA-7,functional_drift
QI-ORD-2024-101675-散热模组,BATCH-华为海思_HISILICON-202409,2024-09-27 07:23:00,FAIL,high,126,1,0.00794,SRC-QI-ORD-2024-101675,华为海思 (HiSilicon),散热模组,SKU-CE-L01,ORD-2024-101675,Factory-QA-7,connector_shift
QI-ORD-2024-101676-硅晶圆,BATCH-华为海思_HISILICON-202306,2023-06-16 02:37:00,FAIL,high,109,1,0.00917,SRC-QI-ORD-2024-101676,华为海思 (HiSilicon),硅晶圆,SKU-ST-S01,ORD-2024-101676,Line-QA-B,functional_drift
QI-ORD-2024-101677-硅晶圆,BATCH-华为海思_HISILICON-202401,2024-01-13 19:44:00,FAIL,high,202,1,0.00495,SRC-QI-ORD-2024-101677,华为海思 (HiSilicon),硅晶圆,SKU-ST-M01,ORD-2024-101677,Line-QA-B,functional_drift
QI-ORD-2024-101678-光学镜头,BATCH-北方华创_NAURA-202309,2023-09-17 17:57:00,FAIL,high,121,1,0.00826,SRC-QI-ORD-2024-101678,北方华创 (NAURA),光学镜头,SKU-ST-M01,ORD-2024-101678,Line-QA-B,functional_drift
QI-ORD-2024-101679-主控芯片,BATCH-闻泰科技_WINGTECH-202310,2023-10-25 10:34:00,FAIL,high,133,2,0.01504,SRC-QI-ORD-2024-101679,闻泰科技 (Wingtech),主控芯片,SKU-CE-L01,ORD-2024-101679,Factory-QA-7,functional_drift
QI-ORD-2024-101680-闪存颗粒,BATCH-中芯国际_SMIC-202410,2024-10-04 19:20:00,WARN,medium,203,1,0.00493,SRC-QI-ORD-2024-101680,中芯国际 (SMIC),闪存颗粒,SKU-ST-M01,ORD-2024-101680,Line-QA-A,functional_drift
QI-ORD-2024-101681-PCB印刷电路板,BATCH-京东方_BOE-202306,2023-06-20 15:24:00,FAIL,high,214,1,0.00467,SRC-QI-ORD-2024-101681,京东方 (BOE),PCB印刷电路板,SKU-AE-M01,ORD-2024-101681,Factory-QA-7,functional_drift
QI-ORD-2024-101682-硅晶圆,BATCH-北方华创_NAURA-202308,2023-08-12 03:23:00,FAIL,high,147,2,0.01361,SRC-QI-ORD-2024-101682,北方华创 (NAURA),硅晶圆,SKU-ST-M01,ORD-2024-101682,Factory-QA-7,functional_drift
QI-ORD-2024-101683-聚合物锂电池,BATCH-北方华创_NAURA-202310,2023-10-16 18:29:00,WARN,medium,213,1,0.00469,SRC-QI-ORD-2024-101683,北方华创 (NAURA),聚合物锂电池,SKU-WE-V01,ORD-2024-101683,Line-QA-B,capacity_drift
QI-ORD-2024-101684-主控芯片,BATCH-京东方_BOE-202308,2023-08-23 03:28:00,FAIL,high,168,1,0.00595,SRC-QI-ORD-2024-101684,京东方 (BOE),主控芯片,SKU-AE-C01,ORD-2024-101684,Factory-QA-7,display_mura
QI-ORD-2024-101685-CMOS图像传感器,BATCH-长江存储_YMTC-202311,2023-11-01 00:59:00,FAIL,high,100,1,0.01000,SRC-QI-ORD-2024-101685,长江存储 (YMTC),CMOS图像传感器,SKU-WE-W01,ORD-2024-101685,Line-QA-A,sensor_noise
QI-ORD-2024-101686-OLED柔性屏,BATCH-比亚迪半导体_BYD-202401,2024-01-18 17:41:00,WARN,medium,186,1,0.00538,SRC-QI-ORD-2024-101686,比亚迪半导体 (BYD),OLED柔性屏,SKU-WE-W01,ORD-2024-101686,Factory-QA-7,display_mura
QI-ORD-2024-101687-PCB印刷电路板,BATCH-比亚迪半导体_BYD-202408,2024-08-24 23:01:00,FAIL,high,81,1,0.01235,SRC-QI-ORD-2024-101687,比亚迪半导体 (BYD),PCB印刷电路板,SKU-AE-C01,ORD-2024-101687,Line-QA-B,display_mura
QI-ORD-2024-101688-闪存颗粒,BATCH-比亚迪半导体_BYD-202408,2024-08-25 18:23:00,FAIL,high,98,1,0.01020,SRC-QI-ORD-2024-101688,比亚迪半导体 (BYD),闪存颗粒,SKU-WE-V01,ORD-2024-101688,Line-QA-A,functional_drift
QI-ORD-2024-101689-聚合物锂电池,BATCH-华为海思_HISILICON-202403,2024-03-30 10:32:00,FAIL,high,112,1,0.00893,SRC-QI-ORD-2024-101689,华为海思 (HiSilicon),聚合物锂电池,SKU-CE-P01,ORD-2024-101689,Factory-QA-7,capacity_drift
QI-ORD-2024-101690-硅晶圆,BATCH-比亚迪半导体_BYD-202407,2024-07-23 11:49:00,FAIL,high,136,1,0.00735,SRC-QI-ORD-2024-101690,比亚迪半导体 (BYD),硅晶圆,SKU-WE-V01,ORD-2024-101690,Line-QA-B,functional_drift
QI-ORD-2024-101691-CMOS图像传感器,BATCH-歌尔股份_GOERTEK-202408,2024-08-14 02:29:00,FAIL,high,175,1,0.00571,SRC-QI-ORD-2024-101691,歌尔股份 (Goertek),CMOS图像传感器,SKU-ST-M01,ORD-2024-101691,Line-QA-A,sensor_noise
QI-ORD-2024-101692-光学镜头,BATCH-闻泰科技_WINGTECH-202409,2024-09-21 04:07:00,WARN,medium,177,1,0.00565,SRC-QI-ORD-2024-101692,闻泰科技 (Wingtech),光学镜头,SKU-CE-P01,ORD-2024-101692,Line-QA-B,functional_drift
QI-ORD-2024-101693-散热模组,BATCH-比亚迪半导体_BYD-202402,2024-02-06 05:10:00,FAIL,high,109,1,0.00917,SRC-QI-ORD-2024-101693,比亚迪半导体 (BYD),散热模组,SKU-CE-L01,ORD-2024-101693,Line-QA-A,connector_shift
QI-ORD-2024-101694-聚合物锂电池,BATCH-京东方_BOE-202404,2024-04-19 18:00:00,FAIL,high,173,1,0.00578,SRC-QI-ORD-2024-101694,京东方 (BOE),聚合物锂电池,SKU-AE-C01,ORD-2024-101694,Line-QA-B,display_mura
QI-ORD-2024-101695-OLED柔性屏,BATCH-歌尔股份_GOERTEK-202406,2024-06-27 23:43:00,FAIL,high,85,1,0.01176,SRC-QI-ORD-2024-101695,歌尔股份 (Goertek),OLED柔性屏,SKU-ST-S01,ORD-2024-101695,Line-QA-A,display_mura
QI-ORD-2024-101696-硅晶圆,BATCH-立讯精密_LUXSHARE-202405,2024-05-12 05:47:00,WARN,medium,216,1,0.00463,SRC-QI-ORD-2024-101696,立讯精密 (Luxshare),硅晶圆,SKU-WE-V01,ORD-2024-101696,Line-QA-B,functional_drift
QI-ORD-2024-101697-PCB印刷电路板,BATCH-韦尔股份_WILLSEMI-202307,2023-07-06 07:19:00,FAIL,high,219,2,0.00913,SRC-QI-ORD-2024-101697,韦尔股份 (Willsemi),PCB印刷电路板,SKU-CE-P01,ORD-2024-101697,Line-QA-A,functional_drift
QI-ORD-2024-101698-硅晶圆,BATCH-比亚迪半导体_BYD-202410,2024-10-02 21:12:00,FAIL,high,125,1,0.00800,SRC-QI-ORD-2024-101698,比亚迪半导体 (BYD),硅晶圆,SKU-CE-L01,ORD-2024-101698,Line-QA-B,functional_drift
QI-ORD-2024-101699-CMOS图像传感器,BATCH-长江存储_YMTC-202409,2024-09-24 05:59:00,WARN,medium,209,1,0.00478,SRC-QI-ORD-2024-101699,长江存储 (YMTC),CMOS图像传感器,SKU-CE-P01,ORD-2024-101699,Factory-QA-7,sensor_noise
QI-ORD-2024-101701-OLED柔性屏,BATCH-韦尔股份_WILLSEMI-202408,2024-08-05 13:38:00,WARN,medium,177,1,0.00565,SRC-QI-ORD-2024-101701,韦尔股份 (Willsemi),OLED柔性屏,SKU-CE-L01,ORD-2024-101701,Factory-QA-7,display_mura
QI-ORD-2024-101702-散热模组,BATCH-长江存储_YMTC-202402,2024-02-29 12:39:00,FAIL,high,170,1,0.00588,SRC-QI-ORD-2024-101702,长江存储 (YMTC),散热模组,SKU-AE-C01,ORD-2024-101702,Factory-QA-7,display_mura
QI-ORD-2024-101703-闪存颗粒,BATCH-华为海思_HISILICON-202401,2024-01-10 04:05:00,FAIL,high,216,2,0.00926,SRC-QI-ORD-2024-101703,华为海思 (HiSilicon),闪存颗粒,SKU-WE-V01,ORD-2024-101703,Line-QA-A,functional_drift
QI-ORD-2024-101704-主控芯片,BATCH-立讯精密_LUXSHARE-202403,2024-03-15 23:04:00,FAIL,high,125,1,0.00800,SRC-QI-ORD-2024-101704,立讯精密 (Luxshare),主控芯片,SKU-AE-C01,ORD-2024-101704,Line-QA-A,display_mura
QI-ORD-2024-101705-散热模组,BATCH-歌尔股份_GOERTEK-202312,2023-12-23 02:25:00,FAIL,high,164,1,0.00610,SRC-QI-ORD-2024-101705,歌尔股份 (Goertek),散热模组,SKU-ST-S01,ORD-2024-101705,Factory-QA-7,connector_shift
QI-ORD-2024-101706-CMOS图像传感器,BATCH-京东方_BOE-202308,2023-08-19 04:05:00,FAIL,high,194,2,0.01031,SRC-QI-ORD-2024-101706,京东方 (BOE),CMOS图像传感器,SKU-WE-W01,ORD-2024-101706,Line-QA-B,sensor_noise
QI-ORD-2024-101707-散热模组,BATCH-比亚迪半导体_BYD-202401,2024-01-24 17:09:00,WARN,medium,199,1,0.00503,SRC-QI-ORD-2024-101707,比亚迪半导体 (BYD),散热模组,SKU-AE-C01,ORD-2024-101707,Line-QA-B,display_mura
